日期,场景ID,场景名字,原二级场景ID,原二级场景名字,计划ID,计划名字,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,含预售投产比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,自然流量转化金额,自然流量曝光量,平台助推总成交,平台助推直接成交,平台助推点击,宝贝优惠券抵扣金额,宝贝优惠券撬动总成交,宝贝优惠券撬动直接成交,宝贝优惠券撬动点击,平台补贴金额,补贴引导成交金额,发券补贴商品个数,补贴引导成交人数
2026-06-07,372,人群推广,372,精准人群推广,76872768059,IOT人群推广_100S供销100M,837847016183,商品,联想小新100GT智能投影仪家用超高清真1080P移动投屏卧室客厅游戏家庭影院学生宿舍自动对焦智能避障,1195,29,21.08,0.02427,0.73,17.64,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,2,0,2,0.06897,0,0,,2,10.54,2,10.54,0,,0,10.54,0,0.00,0,0,0,0,0.00,3,56,30,15,0.5,0,0,0.04686,19,2,0,,0,0.00,0,0,,,7.46,57,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,372,人群推广,372,精准人群推广,76872768059,IOT人群推广_100S供销100M,807994261220,商品,*联想小新100S智能投影仪1080P超高清卧室游戏客厅家庭影院宿舍学生投影机430CVIA自动对焦,586,28,16.61,0.04778,0.59,28.34,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,1,1,0,0.03571,0,0,,1,16.61,1,16.61,0,,0,16.61,0,0.00,0,0,0,0,0.00,1,80,24,13,0.54167,0,0,0.13652,48,3,0,,0,0.00,0,0,,,16.31,47,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,372,人群推广,372,精准人群推广,76872768059,IOT人群推广_100S供销100M,733770757755,商品,联想小新100P智能投影仪家用超高清1080P卧室客厅家庭影院宿舍学生570CVIA自动校正智能避障,753,24,10.82,0.03187,0.45,14.37,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,7,0,7,0.29167,1,0,,8,1.35,8,1.35,1,10.82,0.04167,1.55,0,0.00,1,0,3,0,0.00,0,38,23,8,0.34783,0,0,0.05046,13,2,0,,0,0.00,0,0,,,33.14,261,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,371,关键词推广,371,关键词推广,76841995334,平板_小新平板ProGT_关键词新品趋势明星计划,953038946045,商品,【政府补贴】联想小新平板Pro GT 11.1英寸3.2K超清屏骁龙8Gen3高性能AI平板电脑大学生平板联想小新平板电脑,2283,412,394.26,0.18046,0.96,172.69,0.00,0,0.00,0,0.00,0,7503.03,1989.00,9492.03,5,4,1,0.01214,24.08,24.08,78.85,88,79,9,0.21359,3,6,65.71,97,4.06,91,4.33,9,131.42,0.00728,4.48,18,45382.00,3,0,22,0,0.00,8,1283,272,110,0.40441,0.00971,4,0.56198,771,5,5,1,1,7593.03,4,5,1,1898.41,358.04,4285,0.00,0.00,0,0.00,0.00,0.00,0,70.00,1868.01,1,1
2026-06-07,371,关键词推广,371,关键词推广,76765706069,异能者鼠标N400主链接_自定义渗透_0409小麦,868262948265,商品,【爆款】联想生态异能者无线蓝牙鼠标轻音办公滑鼠双模电脑鼠标新,737,102,160.00,0.1384,1.57,217.10,0.00,0,0.00,0,0.00,0,610.76,343.19,953.95,18,16,2,0.17647,5.96,5.96,8.89,17,14,3,0.16667,2,0,,19,8.42,19,8.42,2,80.00,0.01961,9.41,18,2545.00,1,1,5,0,0.00,10,270,85,55,0.64706,0.01961,2,0.36635,162,3,16,0.94118,1,118.60,3,17,1,56.11,86.57,5696,0.00,0.00,0,0.00,0.00,0.00,0,2.00,34.47,1,1
2026-06-07,436,货品全站推广,436,货品全站推广,76757531234,平板_Y700四代全站,915114997767,商品,【详情领券】联想平板拯救者Y700 AI元启版 四代8.8英寸游戏平板骁龙8至尊 联想y700学生平板 游戏AI平板电脑,8273,744,450.00,0.08993,0.60,54.39,0.00,0,0.00,0,0.00,0,18216.02,0.00,18216.02,6,6,0,0.00806,40.48,40.48,75.00,53,42,11,0.07124,12,1,450.00,66,6.82,65,6.92,13,37.50,0.01613,8.49,31,121369.00,9,3,29,0,0.00,23,1674,610,262,0.42951,0.01075,8,0.20234,892,3,3,0.6,1,18216.02,6,5,1,3643.20,962.96,7854,0.00,0.00,0,0.00,0.00,0.00,0,140.00,6288.00,1,2
2026-06-07,436,货品全站推广,436,货品全站推广,76691401999,异能者有线鼠标_0520小麦,742697081145,商品,联想生态异能者有线鼠标办公商务通用小新笔记本台式电脑便携*,6109,232,300.00,0.03798,1.29,49.11,0.00,0,0.00,0,0.00,0,775.00,3931.27,4706.27,41,35,6,0.17672,15.69,15.69,7.32,47,31,16,0.20259,9,0,,56,5.36,56,5.36,9,33.33,0.03879,6.38,41,8273.70,2,7,1,0,0.00,21,616,197,112,0.56853,0,0,0.10083,370,3,30,0.78947,3,59.70,3,38,1,123.85,202.96,6800,0.00,0.00,0,0.00,0.00,0.00,0,24.00,376.20,2,16
2026-06-07,371,关键词推广,371,关键词推广,76658178367,服务清洁套装0825,554344616776,商品,联想笔记本电脑清洁套装键盘清理手机屏幕清洁剂清灰显示器工具,249,46,240.00,0.18474,5.22,963.86,0.00,0,0.00,0,0.00,0,113.60,385.00,498.60,8,4,4,0.17391,2.08,2.08,30.00,4,3,1,0.08696,0,0,,4,60.00,4,60.00,0,,0,60.00,8,849.00,0,0,8,0,0.00,9,171,40,16,0.4,0.06522,3,0.68675,123,4,6,0.75,0,263.80,4,8,1,62.33,291.22,543,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,371,关键词推广,371,关键词推广,76580145663,异能者A300新333,896834690768,商品,联想生态品牌异能者电脑音箱大音量台式家用音响迷你低音炮小型*,1292,122,250.00,0.09443,2.05,193.50,0.00,0,0.00,0,0.00,0,658.76,0.00,658.76,22,22,0,0.18033,2.64,2.64,11.36,16,13,3,0.13115,1,0,,17,14.71,17,14.71,1,250.00,0.0082,15.63,24,2475.00,1,0,0,0,0.00,13,301,108,87,0.80556,0,0,0.23297,174,3,19,0.86364,1,55.43,2,22,1,29.94,188.64,5775,0.00,0.00,0,0.00,0.00,0.00,0,8.00,262.04,1,8
2026-06-07,371,关键词推广,371,关键词推广,76471092722,选件_关键词键鼠handle鼠标2,596221008221,商品,联想Handle无线鼠标蓝牙静音鼠标办公学习笔记本电脑通用轻薄鼠标,405,62,50.00,0.15309,0.81,123.46,0.00,0,0.00,0,0.00,0,378.03,49.90,427.93,8,7,1,0.12903,8.56,8.56,6.25,9,7,2,0.14516,1,0,,10,5.00,10,5.00,1,50.00,0.01613,5.56,8,628.30,1,0,4,0,0.00,9,225,54,31,0.57407,0.03226,2,0.55556,160,4,5,0.71429,0,158.43,3,7,1,61.13,56.17,1555,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,371,关键词推广,371,关键词推广,76458630836,异能者A300相似,896834690768,商品,联想生态品牌异能者电脑音箱大音量台式家用音响迷你低音炮小型*,1865,194,298.61,0.10402,1.54,160.11,0.00,0,0.00,0,0.00,0,1113.24,0.00,1113.24,37,37,0,0.19072,3.73,3.73,8.07,41,39,2,0.21134,3,2,149.31,46,6.49,44,6.79,5,99.54,0.01546,7.28,39,3961.00,3,0,0,0,0.00,19,455,156,132,0.84615,0,0,0.24397,242,3,36,1,0,0.00,0,36,1,30.92,314.61,6267,0.00,0.00,0,0.00,0.00,0.00,0,10.00,277.99,1,10
2026-06-07,436,货品全站推广,436,货品全站推广,76436537642,IP_拯救者固态全站,709137427851,商品,联想拯救者移动固态硬盘高速固态硬盘1t磁吸大容量手机电脑两用,16834,956,469.41,0.05679,0.49,27.88,0.00,0,0.00,0,0.00,0,6138.42,3114.99,9253.41,13,7,6,0.0136,19.71,19.71,36.11,67,42,25,0.07008,8,1,469.41,76,6.18,75,6.26,9,58.68,0.00837,7.01,19,52051.00,7,1,7,0,0.00,28,1866,838,442,0.52745,0.00209,2,0.11085,875,2,11,0.91667,2,2991.86,4,12,1,771.12,1612.10,23928,5551.86,4003.79,555,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76430489051,选件货品全站推_EA410,864530180757,商品,联想EA410真无线蓝牙耳机气传导 不入耳开放式耳夹运动跑步挂耳,1881,148,50.00,0.07868,0.34,26.58,0.00,0,0.00,0,0.00,0,588.06,59.90,647.96,7,6,1,0.0473,12.96,12.96,7.14,12,9,3,0.08108,4,0,,16,3.13,16,3.13,4,12.50,0.02703,4.17,7,973.00,3,1,5,0,0.00,6,525,125,79,0.632,0.00676,1,0.27911,367,4,4,0.57143,1,197.01,2,7,1,92.57,77.98,26705,239.09,197.62,57,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76425399209,服务清洁套装0813,554344616776,商品,联想笔记本电脑清洁套装键盘清理手机屏幕清洁剂清灰显示器工具,5077,311,150.00,0.06126,0.48,29.55,0.00,0,0.00,0,0.00,0,921.70,450.90,1372.60,38,32,6,0.12219,9.15,9.15,3.95,29,25,4,0.09325,2,1,150.00,32,4.69,31,4.84,3,75.00,0.00643,5.17,39,2916.90,1,1,32,0,0.00,11,590,276,183,0.66304,0.06752,21,0.11621,262,2,29,0.78378,3,955.00,27,37,1,37.10,652.96,3836,257.36,172.82,58,0.00,0.00,0.00,0,37.00,403.50,1,14
2026-06-07,436,货品全站推广,436,货品全站推广,76418998034,选件_PS9全站,744883817224,商品,联想PS9移动固态硬盘1t大容量外接SSD手机电脑两用高速移动硬盘,4282,282,84.66,0.06586,0.30,19.77,0.00,0,0.00,0,0.00,0,3072.00,119.90,3191.90,4,3,1,0.01418,37.70,37.70,21.17,38,31,7,0.13475,7,1,84.66,46,1.84,45,1.88,8,12.09,0.02482,2.23,5,16935.90,4,3,15,0,0.00,9,553,245,133,0.54286,0.00709,2,0.12915,250,2,4,1,1,3072.00,3,4,1,797.98,234.18,2654,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,371,关键词推广,371,关键词推广,76402239541,异能者w1201,816328597052,商品,联想生态品牌异能者电脑音箱家用大音量音响多媒体桌面低音炮新款,2168,138,228.16,0.06365,1.65,105.24,0.00,0,0.00,0,0.00,0,215.90,42.90,258.80,6,5,1,0.04348,1.13,1.13,38.03,15,14,1,0.1087,2,0,,17,13.42,17,13.42,2,114.08,0.01449,15.21,9,1145.50,1,1,0,0,0.00,2,304,158,69,0.43671,0,0,0.14022,131,2,6,1,0,0.00,0,6,1,43.13,122.59,2153,0.00,0.00,0,0.00,0.00,0.00,0,4.00,41.90,1,1
2026-06-07,436,货品全站推广,436,货品全站推广,76374699590,服务适配器0811,917555217143,商品,联想原装笔记本电脑typec充电器小新air yoga thinkpad 65W 100W电源适配器圆口方口电源线通用,2873,152,400.00,0.05291,2.63,139.23,0.00,0,0.00,0,0.00,0,1494.00,313.00,1807.00,13,11,2,0.08553,4.52,4.52,30.77,19,15,4,0.125,2,2,200.00,23,17.39,21,19.05,4,200.00,0.01316,21.05,14,3466.00,1,1,13,0,0.00,9,484,127,53,0.41732,0.03289,5,0.16847,317,4,9,0.75,0,913.00,7,12,1,150.58,326.76,1341,0.00,0.00,0,0.00,0.00,0.00,0,6.00,298.00,1,2
2026-06-07,436,货品全站推广,436,货品全站推广,76362673226,服务内存0808,646650852077,商品,联想拯救者笔记本台式电脑内存升级32G/16G  DDR5 5600原厂内存条,2465,68,50.00,0.02759,0.74,20.28,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,1,1,0,0.01471,1,0,,2,25.00,2,25.00,1,50.00,0.01471,50.00,0,0.00,1,0,4,0,0.00,0,119,69,21,0.30435,0.01471,1,0.04828,46,2,0,,0,0.00,0,0,,,143.88,283,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76362611107,服务固态0808,646270719013,商品,联想拯救者固态硬盘升级 PM9C1b 1T台式机笔记本原配ssd PCIE4.0,1899,63,50.00,0.03318,0.79,26.33,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,5,0,5,0.07937,0,0,,5,10.00,5,10.00,0,,0,10.00,0,0.00,0,0,2,0,0.00,2,105,72,16,0.22222,0,0,0.05529,27,1,0,,0,0.00,0,0,,,185.13,391,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,371,关键词推广,371,关键词推广,76351372273,异能者耳机6869,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,2172,210,200.00,0.09669,0.95,92.08,0.00,0,0.00,0,0.00,0,814.10,39.90,854.00,20,19,1,0.09524,4.27,4.27,10.00,22,21,1,0.10476,7,1,200.00,30,6.67,29,6.90,8,28.57,0.03333,9.09,21,6139.00,6,1,2,0,0.00,6,479,187,144,0.77005,0.00476,1,0.22053,259,3,14,0.93333,0,39.90,1,15,1,56.93,124.94,3038,0.00,0.00,0,0.00,0.00,0.00,0,17.00,365.10,1,9
2026-06-07,436,货品全站推广,436,货品全站推广,76332957989,选件_内存条全站,889655015069,商品,联想笔记本内存条通用DDR4/DDR5 16G 32G 2600/3200MHZ/5600MHZ,11000,1183,198.88,0.10755,0.17,18.08,0.00,0,0.00,0,0.00,0,4479.00,16495.51,20974.51,8,5,3,0.00676,105.46,105.46,24.86,69,35,34,0.05833,14,2,99.44,85,2.34,83,2.40,16,14.21,0.01183,2.88,13,32576.00,7,7,48,0,0.00,43,1903,1029,518,0.5034,0.00254,3,0.173,689,2,7,0.875,1,17950.00,4,8,1,2621.81,3751.03,15018,0.00,0.00,0,0.00,0.00,0.00,0,134.00,3266.00,1,3
2026-06-07,436,货品全站推广,436,货品全站推广,76327431350,服务极光键鼠0806,940912114095,商品,联想GK10机械键盘极光客制化无线三模蓝牙RGB电竞游戏专用办公,8535,424,498.00,0.04968,1.17,58.35,0.00,0,0.00,0,0.00,0,1299.00,259.90,1558.90,12,9,3,0.0283,3.13,3.13,41.50,40,27,13,0.09434,7,0,,47,10.60,47,10.60,7,71.14,0.01651,12.45,13,3458.00,1,6,18,0,0.00,18,887,356,139,0.39045,0.01651,7,0.10393,432,2,11,0.91667,0,764.00,6,12,1,129.91,360.34,6072,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76312770304,IP_XS510全站,843912713918,商品,联想小新XS510固态U盘大容量双接口固态高速手机电脑两用U盘正品,12925,455,570.00,0.0352,1.25,44.10,0.00,0,0.00,0,0.00,0,2593.82,1913.00,4506.82,10,4,6,0.02198,7.91,7.91,57.00,32,20,12,0.07033,9,0,,41,13.90,41,13.90,9,63.33,0.01978,17.81,11,6829.00,7,2,16,0,0.00,9,970,404,251,0.62129,0.00879,4,0.07505,452,2,8,0.88889,0,1798.82,4,9,1,500.76,270.36,4737,0.00,0.00,0,0.00,0.00,0.00,0,95.00,1853.00,2,4
2026-06-07,371,关键词推广,371,关键词推广,76292677283,3304,938088665915,商品,联想蓝牙耳机TC3306真无线蓝牙耳机 蓝牙5.3沉浸音质超长续航正品,1192,83,50.00,0.06963,0.60,41.95,0.00,0,0.00,0,0.00,0,258.00,0.00,258.00,2,2,0,0.0241,5.16,5.16,25.00,1,0,1,0.01205,1,0,,2,25.00,2,25.00,1,50.00,0.01205,50.00,2,318.00,1,0,0,0,0.00,3,255,72,62,0.86111,0,0,0.21393,150,4,2,1,0,0.00,0,2,1,129.00,182.61,1751,172.53,172.53,43,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,371,关键词推广,371,关键词推广,76281161796,异能者耳机L7主链接,693133855377,商品,联想生态品牌异能者头戴式蓝牙耳机无线音乐电脑电竞游戏适用小米,1876,125,200.00,0.06663,1.60,106.61,0.00,0,0.00,0,0.00,0,501.82,244.80,746.62,8,5,3,0.064,3.73,3.73,25.00,20,18,2,0.16,3,0,,23,8.70,23,8.70,3,66.67,0.024,10.00,15,3045.00,3,0,5,0,0.00,12,275,113,81,0.71681,0.008,1,0.14659,145,2,5,0.71429,0,107.90,1,7,1,106.66,259.07,3357,0.00,0.00,0,0.00,0.00,0.00,0,18.00,185.52,1,2
2026-06-07,436,货品全站推广,436,货品全站推广,76280660801,IP_头戴耳机货品全站推,568618479089,商品,联想Y360拯救者电竞耳机头戴式 游戏耳麦有线吃鸡专业电脑笔记本,4688,244,57.85,0.05205,0.24,12.34,0.00,0,0.00,0,0.00,0,1506.91,924.16,2431.07,21,15,6,0.08607,42.02,42.02,2.75,34,20,14,0.13934,3,0,,37,1.56,37,1.56,3,19.28,0.0123,1.70,21,3725.00,2,1,2,0,0.00,10,457,221,144,0.65158,0.0041,1,0.09748,164,2,14,0.875,1,1046.40,6,16,1,151.94,345.94,7565,401.88,401.88,58,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76201120251,选件_X3Lite全站,679869628511,商品,联想X3Lite 金属32GU盘usb3.0高速大容量闪存盘办公优盘商务车载,2907,190,78.70,0.06536,0.41,27.07,0.00,0,0.00,0,0.00,0,579.20,26.90,606.10,9,8,1,0.04737,7.70,7.70,8.74,20,9,11,0.10526,6,0,,26,3.03,26,3.03,6,13.12,0.03158,3.94,9,819.10,2,4,9,0,0.00,1,657,195,87,0.44615,0.03158,6,0.22601,395,3,5,0.625,0,426.30,7,8,1,75.76,167.33,2201,0.00,0.00,0,0.00,0.00,0.00,0,24.00,465.40,1,5
2026-06-07,371,关键词推广,371,关键词推广,76199135009,服务固态0728,646270719013,商品,联想拯救者固态硬盘升级 PM9C1b 1T台式机笔记本原配ssd PCIE4.0,1068,107,200.00,0.10019,1.87,187.27,0.00,0,0.00,0,0.00,0,3750.52,295.01,4045.53,4,3,1,0.03738,20.23,20.23,50.00,19,13,6,0.17757,0,0,,19,10.53,19,10.53,0,,0,10.53,7,26193.00,0,0,4,0,0.00,3,301,90,31,0.34444,0.00935,1,0.28184,188,3,2,0.66667,1,2266.51,2,3,1,1348.51,737.97,2398,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,371,关键词推广,371,关键词推广,76198923280,服务内存0728,646650852077,商品,联想拯救者笔记本台式电脑内存升级32G/16G  DDR5 5600原厂内存条,708,79,99.68,0.11158,1.26,140.79,0.00,0,0.00,0,0.00,0,6387.00,12140.11,18527.11,5,3,2,0.06329,185.87,185.87,19.94,19,6,13,0.24051,0,1,99.68,20,4.98,19,5.25,1,,0,5.25,5,26995.00,0,0,2,0,0.00,7,183,73,13,0.17808,0,0,0.25847,100,3,2,0.5,0,1289.00,1,4,1,4631.78,24473.18,6989,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,371,关键词推广,371,关键词推广,76189746294,HZ服务Mk23lite投产比20250703,890637952662,商品,联想键鼠套装MK23Lite无线键盘鼠标套装一键服务键盘商务办公键鼠,557,35,70.00,0.06284,2.00,125.67,0.00,0,0.00,0,0.00,0,380.20,0.00,380.20,3,3,0,0.08571,5.43,5.43,23.33,3,3,0,0.08571,1,1,70.00,5,14.00,4,17.50,2,70.00,0.02857,23.33,3,619.20,1,0,6,0,0.00,2,98,31,18,0.58065,0.02857,1,0.17594,62,3,2,0.66667,0,220.60,2,3,1,126.73,7.77,591,0.00,0.00,0,0.00,0.00,0.00,0,2.00,153.70,1,1
2026-06-07,371,关键词推广,371,关键词推广,76188058432,HZ服务M26鼠标跟投20250703,685413395523,商品,联想一键服务M26无线鼠标笔记本台式电脑商务办公家用便携通用,1798,192,200.00,0.10679,1.04,111.23,0.00,0,0.00,0,0.00,0,697.20,254.97,952.17,34,27,7,0.17708,4.76,4.76,5.88,30,20,10,0.15625,1,2,100.00,33,6.06,31,6.45,3,200.00,0.00521,6.67,35,3278.40,1,0,23,0,0.00,11,484,157,95,0.6051,0.08333,16,0.26919,282,3,27,0.84375,1,591.90,21,32,1,29.76,183.04,3703,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76185236326,选件_F508货品全站推,831168562328,商品,【爆款】联想F508移动硬盘2t大容量高速1t USB3.2 外置电脑手机,6190,438,450.00,0.07076,1.03,72.70,0.00,0,0.00,0,0.00,0,11741.88,3188.51,14930.39,17,13,4,0.03881,33.18,33.18,26.47,45,33,12,0.10274,2,0,,47,9.57,47,9.57,2,225.00,0.00457,10.00,18,18987.00,2,0,3,0,0.00,15,1052,372,218,0.58602,0.00228,1,0.16995,513,3,14,0.875,0,1829.52,2,16,1,933.15,1696.33,8797,3568.51,2929.23,82,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76173306137,选件_SW5全站,669523241123,商品,联想SW5移动固态硬盘大容量电脑手机两用高速固态移动硬盘正品1tb,10872,538,289.64,0.04948,0.54,26.64,0.00,0,0.00,0,0.00,0,4258.24,3522.21,7780.45,11,6,5,0.02045,26.86,26.86,26.33,70,55,15,0.13011,16,1,289.64,87,3.33,86,3.37,17,18.10,0.02974,4.14,12,10858.00,16,0,8,0,0.00,14,1233,493,286,0.58012,0.00186,1,0.11341,675,3,8,0.8,0,989.00,1,10,1,778.05,832.87,8929,3145.32,1181.22,249,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76157514242,平板_小新平板12_货品全站推加购计划,953660721948,商品,【购机送保护夹】联想小新平板12.1 12.1英寸超清大屏平板电脑 影音娱乐学习网课学生AI平板电脑 学生平板,44307,3237,991.13,0.07306,0.31,22.37,0.00,0,0.00,0,0.00,0,26292.03,3483.20,29775.23,27,22,5,0.00834,30.04,30.04,36.71,395,268,127,0.12203,46,19,52.16,460,2.15,441,2.25,65,21.55,0.01421,2.51,58,71042.00,38,8,91,0,0.00,91,7575,2620,1654,0.6313,0.00587,19,0.17097,4132,3,19,0.90476,0,10936.02,10,21,1,1417.87,3135.01,59323,8091.39,6705.65,1234,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76146920785,DT_来酷mini_2598_货品全站推,903172682598,商品,*来酷Mini/来酷Mini Pro 小机箱台式电脑主机 台式机迷你mini电脑主机 家用办公台式机 手掌大小,6105,443,200.00,0.07256,0.45,32.76,0.00,0,0.00,0,0.00,0,32680.95,5416.90,38097.85,7,5,2,0.0158,190.49,190.49,28.57,57,37,20,0.12867,5,3,66.67,65,3.08,62,3.23,8,40.00,0.01129,3.51,12,62545.00,2,3,13,0,0.00,26,1019,360,173,0.48056,0.00903,4,0.16691,550,3,6,0.85714,0,34039.84,6,7,1,5442.55,788.39,22955,4657.50,4657.50,120,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76140238616,平板_小新ProGT货品全站推最大化拿量,953038946045,商品,【政府补贴】联想小新平板Pro GT 11.1英寸3.2K超清屏骁龙8Gen3高性能AI平板电脑大学生平板联想小新平板电脑,82325,9074,4342.11,0.11022,0.48,52.74,0.00,0,0.00,0,0.00,0,260808.75,18144.55,278953.30,148,135,13,0.01631,64.24,64.24,29.34,1585,1407,178,0.17467,85,49,88.61,1719,2.53,1670,2.60,134,51.08,0.00937,2.74,421,978472.00,72,13,603,0,0.00,180,23617,5664,3302,0.58298,0.01587,144,0.28688,13693,4,103,0.79845,36,244645.74,129,129,1,2162.43,10646.77,84870,47207.48,44136.87,1536,0.00,0.00,0.00,0,4201.00,114208.18,1,57
2026-06-07,436,货品全站推广,436,货品全站推广,76121839086,DT_来酷系列台机货品全站推,604281521475,商品,【*国家补贴15%】来酷AIO一体机电脑23.8英寸/27英寸 自带操作系统电脑家用办公一体机 超薄一体机支持壁挂,5481,371,400.00,0.06769,1.08,72.98,0.00,0,0.00,0,0.00,0,14795.20,9464.73,24259.93,9,4,5,0.02426,60.65,60.65,44.44,52,31,21,0.14016,2,1,400.00,55,7.27,54,7.41,3,200.00,0.00539,7.69,18,60124.70,0,2,8,0,0.00,19,1258,299,169,0.56522,0.00809,3,0.22952,851,4,7,0.875,2,10007.02,3,8,1,3032.49,2495.19,10536,6245.97,4560.91,123,0.00,0.00,0.00,0,2.00,24.90,1,1
2026-06-07,436,货品全站推广,436,货品全站推广,76121791142,DT_lecoo_310货品全站推,728642254927,商品,【*国家补贴15%】来酷Lecoo 酷310可选 家用办公台式机电脑主机企业采购主机家用办公电脑 台式电脑全新电脑,8412,359,500.00,0.04268,1.39,59.44,0.00,0,0.00,0,0.00,0,3499.00,2699.00,6198.00,2,1,1,0.00557,12.40,12.40,250.00,35,18,17,0.09749,9,1,500.00,45,11.11,44,11.36,10,55.56,0.02507,14.29,6,23394.00,5,4,5,0,0.00,11,1056,297,152,0.51178,0.00279,1,0.12553,670,4,2,1,0,0.00,0,2,1,3099.00,1130.43,7514,774.75,437.37,45,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-07,436,货品全站推广,436,货品全站推广,76118029024,IP_XS530新品,951347387368,商品,联想小新XS530固态U盘双接口Type-C固态高速手机电脑两用U盘正品,7431,470,300.00,0.06325,0.64,40.37,0.00,0,0.00,0,0.00,0,602.00,14270.66,14872.66,10,3,7,0.02128,49.58,49.58,30.00,46,14,32,0.09787,4,2,150.00,52,5.77,50,6.00,6,75.00,0.00851,6.52,15,31657.00,3,1,23,0,0.00,26,925,454,209,0.46035,0.01915,9,0.12448,426,2,8,0.88889,0,13588.42,6,9,1,1652.52,1917.44,7640,0.00,0.00,0,0.00,0.00,0.00,0,18.00,328.00,1,2
2026-06-07,436,货品全站推广,436,货品全站推广,76114229343,选件_全站线材R1扩展坞,927309956488,商品,联想扩展坞usb插头多口R1扩展坞usb插头多口笔记本电脑平板usb拓展坞5合1延长扩展器集线器苹果华为电脑扩展,4816,539,50.00,0.11192,0.09,10.38,0.00,0,0.00,0,0.00,0,857.43,27.07,884.50,35,34,1,0.06494,17.69,17.69,1.43,70,52,18,0.12987,7,2,25.00,79,0.63,77,0.65,9,7.14,0.01299,0.71,37,1748.30,4,3,41,0,0.00,12,1235,446,271,0.60762,0.03154,17,0.25644,681,3,27,0.84375,2,503.90,21,32,1,27.64,429.10,6109,0.00,0.00,0,0.00,0.00,0.00,0,46.00,580.70,1,22
