日期,场景ID,场景名字,原二级场景ID,原二级场景名字,计划ID,计划名字,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,含预售投产比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,自然流量转化金额,自然流量曝光量,平台助推总成交,平台助推直接成交,平台助推点击,宝贝优惠券抵扣金额,宝贝优惠券撬动总成交,宝贝优惠券撬动直接成交,宝贝优惠券撬动点击,平台补贴金额,补贴引导成交金额,发券补贴商品个数,补贴引导成交人数
2026-07-01,436,货品全站推广,436,货品全站推广,75542364268,选件_KN101键鼠套装,582438538464,商品,【爆款】联想有线无线电脑键盘鼠标套装KN101商务办公台式机键鼠,2002,127,59.25,0.06344,0.47,29.60,0.00,0,0.00,0,0.00,0,1090.88,0.00,1090.88,13,13,0,0.10236,18.41,18.41,4.56,19,15,4,0.14961,1,0,,20,2.96,20,2.96,1,59.25,0.00787,3.12,13,1518.40,1,0,1,0,0.00,7,300,123,73,0.5935,0,0,0.14985,152,2,10,0.90909,1,233.80,1,11,1,99.17,81.31,1590,0.00,0.00,0,0.00,0.00,0.00,0,27.00,587.32,1,7
2026-07-01,371,关键词推广,371,关键词推广,75360910338,异能者A300测试111,896834690768,商品,联想投资品牌异能者电脑音箱大音量台式家用音响迷你低音炮小型,2430,218,198.61,0.08971,0.91,81.73,0.00,0,0.00,0,0.00,0,1078.94,237.72,1316.66,38,33,5,0.17431,6.63,6.63,5.23,32,26,6,0.14679,1,1,198.61,34,5.84,33,6.02,2,198.61,0.00459,6.21,41,4603.82,1,0,4,0,0.00,21,534,194,139,0.71649,0.00459,1,0.21975,305,3,32,0.94118,1,73.82,2,34,1,38.73,250.46,5710,0.00,0.00,0,0.00,0.00,0.00,0,3.00,49.90,1,1
2026-07-01,371,关键词推广,371,关键词推广,75333912644,异能者A300新测试111,896834690768,商品,联想投资品牌异能者电脑音箱大音量台式家用音响迷你低音炮小型,1822,187,200.00,0.10263,1.07,109.77,0.00,0,0.00,0,0.00,0,964.99,49.90,1014.89,33,32,1,0.17647,5.07,5.07,6.06,20,19,1,0.10695,2,0,,22,9.09,22,9.09,2,100.00,0.0107,10.00,36,3693.00,2,0,1,0,0.00,20,462,156,129,0.82692,0.00535,1,0.25357,266,3,31,1,1,27.82,1,31,1,32.74,234.32,5152,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,75333796909,异能者A300新测试222,896834690768,商品,联想投资品牌异能者电脑音箱大音量台式家用音响迷你低音炮小型,2322,228,247.31,0.09819,1.08,106.51,0.00,0,0.00,0,0.00,0,1003.90,159.96,1163.86,36,32,4,0.15789,4.71,4.71,6.87,31,27,4,0.13596,2,0,,33,7.49,33,7.49,2,123.66,0.00877,7.98,40,4358.00,1,1,2,0,0.00,26,480,190,158,0.83158,0.00439,1,0.20672,237,3,33,0.97059,0,66.08,2,34,1,34.23,292.77,6283,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,75299699454,服务新品适配器0519,917555217143,商品,联想原装笔记本电脑typec充电器小新air yoga thinkpad 65W 100W电源适配器圆口方口电源线通用,1680,172,467.42,0.10238,2.72,278.23,0.00,0,0.00,0,0.00,0,685.00,149.00,834.00,6,5,1,0.03488,1.78,1.78,77.90,16,13,3,0.09302,5,2,233.71,23,20.32,21,22.26,7,93.48,0.02907,29.21,7,1608.00,4,1,5,0,0.00,31,649,150,93,0.62,0.00581,1,0.38631,466,4,4,0.66667,1,496.00,4,6,1,139.00,359.30,942,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,436,货品全站推广,436,货品全站推广,75185464934,平板_平板PadPro_全站推广,814178698074,商品,【李佳琦超级618】联想平板小新Pad Pro 12.7英寸平板 大屏学习娱乐平板电脑二代小新平板 国家补贴15%,42764,3255,577.48,0.07612,0.18,13.50,0.00,0,0.00,0,0.00,0,15823.61,8707.70,24531.31,16,9,7,0.00492,42.48,42.48,36.09,173,129,44,0.05315,40,3,192.49,216,2.67,213,2.71,43,14.44,0.01229,3.34,43,79447.00,29,11,48,0,0.00,57,6524,2914,1370,0.47014,0.00338,11,0.15256,3130,2,15,1,2,9853.69,7,15,1,1635.42,2894.13,26432,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,75178082922,平板_padpro_收藏加购关键词推广计划,814178698074,商品,【李佳琦超级618】联想平板小新Pad Pro 12.7英寸平板 大屏学习娱乐平板电脑二代小新平板 国家补贴15%,5007,384,150.00,0.07669,0.39,29.96,0.00,0,0.00,0,0.00,0,3608.02,0.00,3608.02,2,2,0,0.00521,24.05,24.05,75.00,27,22,5,0.07031,5,0,,32,4.69,32,4.69,5,30.00,0.01302,5.56,2,3998.00,3,2,2,0,0.00,2,842,340,188,0.55294,0,0,0.16816,444,2,2,1,0,1829.01,1,2,1,1804.01,520.77,3885,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,372,人群推广,372,精准人群推广,75059162819,moto新品,987822581853,商品,【国家补贴15% 】联想moto g100 LCD高刷护眼7000mAh超强续航联想moto手机摩托罗拉手机,5698,281,41.46,0.04932,0.15,7.28,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,10,10,0,0.03559,20,0,,30,1.38,30,1.38,20,2.07,0.07117,4.15,0,0.00,18,2,0,0,0.00,1,514,274,195,0.71168,0,0,0.09021,126,2,0,,0,0.00,0,0,,,3.84,1613,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,372,人群推广,372,精准人群推广,75059162819,moto新品,912389331333,商品,【国家补贴至高15%】联想moto Razr 60 3.6英寸AI外屏 小折叠手机 5000万主摄 联想moto手机摩托罗拉折叠手机,3469,192,43.55,0.05535,0.23,12.55,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,6,5,1,0.03125,15,2,21.78,23,1.89,21,2.07,17,2.90,0.07813,7.26,0,0.00,14,1,0,0,0.00,0,402,184,154,0.83696,0,0,0.11588,166,2,0,,0,0.00,0,0,,,2.25,99,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,372,人群推广,372,精准人群推广,74995795389,ip拯救者WiFi人群推广收藏加购,988463940873,商品,#联想拯救者随身wifi移动无线网络全国通用无限速流量上网可车载家用宿舍租房户外wi-fi6热点路由器免插卡,1138,59,41.21,0.05185,0.70,36.21,0.00,0,0.00,0,0.00,0,173.30,0.00,173.30,3,3,0,0.05085,4.21,4.21,13.74,6,6,0,0.10169,0,0,,6,6.87,6,6.87,0,,0,6.87,3,207.00,0,0,0,0,0.00,5,131,56,30,0.53571,0,0,0.11511,56,2,3,1,0,0.00,0,3,1,57.77,15.27,1265,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,372,人群推广,372,精准人群推广,74995795389,ip拯救者WiFi人群推广收藏加购,982105512988,商品,#联想拯救者移动三网通用随身wifi便携式伴侣网络热点2026款WiFi6移动高速无线网卡宽带上网宝#,497,9,1.98,0.01811,0.22,3.98,0.00,0,0.00,0,0.00,0,0.00,26.90,26.90,1,0,1,0.11111,13.59,13.59,1.98,0,0,0,0,0,0,,0,,0,,0,,0,,1,29.90,0,0,1,0,0.00,0,13,9,5,0.55556,0.11111,1,0.02616,2,1,0,0,0,26.90,1,1,1,26.90,18.81,45,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,372,人群推广,372,精准人群推广,74995795389,ip拯救者WiFi人群推广收藏加购,889433655039,商品,#联想拯救者随身wifi三网通用移动无线wifi便携式车载高速网络热点2026款WiFi6移动高速无线网卡宽带上网宝#,1789,46,47.05,0.02571,1.02,26.30,0.00,0,0.00,0,0.00,0,0.00,115.00,115.00,2,0,2,0.04348,2.44,2.44,23.53,7,2,5,0.15217,1,0,,8,5.88,8,5.88,1,47.05,0.02174,6.72,2,278.00,1,0,0,0,0.00,5,136,46,16,0.34783,0,0,0.07602,84,3,2,1,0,0.00,0,2,1,57.50,22.27,669,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,74995537482,ip拯救者随身WiFi关键词成交,988502211057,商品,#联想2026款拯救者随身wifi移动网卡便携式热点三网通流量无线网络通用可宿舍户外车载家用wi-fi宽带路由器,1434,111,637.59,0.07741,5.74,444.62,0.00,0,0.00,0,0.00,0,119.99,0.00,119.99,2,2,0,0.01802,0.19,0.19,318.80,9,2,7,0.08108,1,0,,10,63.76,10,63.76,1,637.59,0.00901,70.84,2,134.00,1,0,3,0,0.00,13,556,102,48,0.47059,0.00901,1,0.38773,446,5,2,1,0,0.00,0,2,1,60.00,51.21,904,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,74995537482,ip拯救者随身WiFi关键词成交,988463940873,商品,#联想拯救者随身wifi移动无线网络全国通用无限速流量上网可车载家用宿舍租房户外wi-fi6热点路由器免插卡,2627,221,523.18,0.08413,2.37,199.15,0.00,0,0.00,0,0.00,0,602.95,46.00,648.95,12,11,1,0.0543,1.24,1.24,43.60,31,30,1,0.14027,1,0,,32,16.35,32,16.35,1,523.18,0.00452,16.88,12,958.00,1,0,8,0,0.00,27,577,193,114,0.59067,0.00452,1,0.21964,344,3,9,0.81818,1,55.55,1,11,1,59.00,109.98,4123,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,74995537482,ip拯救者随身WiFi关键词成交,982105512988,商品,#联想拯救者移动三网通用随身wifi便携式伴侣网络热点2026款WiFi6移动高速无线网卡宽带上网宝#,3989,325,1166.76,0.08147,3.59,292.49,0.00,0,0.00,0,0.00,0,2475.50,173.44,2648.94,19,16,3,0.05846,2.27,2.27,61.41,18,16,2,0.05538,5,1,1166.76,24,48.62,23,50.73,6,233.35,0.01538,64.82,21,7917.00,5,0,13,0,0.00,39,772,267,169,0.63296,0.01538,5,0.19353,440,3,19,1,3,961.19,7,19,1,139.42,204.84,8639,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,74995537482,ip拯救者随身WiFi关键词成交,889433655039,商品,#联想拯救者随身wifi三网通用移动无线wifi便携式车载高速网络热点2026款WiFi6移动高速无线网卡宽带上网宝#,3794,219,490.03,0.05772,2.24,129.16,0.00,0,0.00,0,0.00,0,822.35,46.00,868.35,9,8,1,0.0411,1.77,1.77,54.45,21,17,4,0.09589,7,1,490.03,29,16.90,28,17.50,8,70.00,0.03196,23.33,11,1237.00,7,0,0,0,0.00,24,430,187,107,0.57219,0,0,0.11334,205,2,6,0.75,0,57.65,1,8,1,108.54,223.49,3491,0.00,0.00,0,0.00,0.00,0.00,0,2.00,57.65,1,1
2026-07-01,371,关键词推广,371,关键词推广,74924077694,pad_关键词推广趋势明星_pad_padpro_y700,674626793026,商品,【超级年货节】联想小新平板电脑小新平板11 2025款 11英寸平板电脑学生平板学习 联想小新pad平板 年会礼品,14033,965,592.62,0.06877,0.61,42.23,0.00,0,0.00,0,0.00,0,6519.79,14991.35,21511.14,8,6,2,0.00829,36.30,36.30,74.08,87,67,20,0.09016,13,6,98.77,106,5.59,100,5.93,19,45.59,0.01347,6.81,16,32234.00,7,6,25,0,0.00,29,2059,782,498,0.63683,0.00622,6,0.14673,1081,3,7,1,0,4284.51,4,7,1,3073.02,4278.29,29361,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,372,人群推广,372,精准人群推广,74658163041,选件_内存条人群,889655015069,商品,联想笔记本内存条通用DDR4/DDR5 16G 32G 2600/3200MHZ/5600MHZ,2530,165,47.99,0.06522,0.29,18.97,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,6,5,1,0.03636,1,0,,7,6.86,7,6.86,1,47.99,0.00606,8.00,0,0.00,1,0,6,0,0.00,4,283,152,79,0.51974,0,0,0.11186,101,2,0,,0,0.00,0,0,,,57.22,709,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,74460519181,选件_内存条智能,889655015069,商品,联想笔记本内存条通用DDR4/DDR5 16G 32G 2600/3200MHZ/5600MHZ,3150,296,99.44,0.09397,0.34,31.57,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,10,5,5,0.03378,1,1,99.44,12,8.29,11,9.04,2,99.44,0.00338,9.94,0,0.00,0,1,24,0,0.00,2,444,275,128,0.46545,0,0,0.14095,142,2,0,,0,0.00,0,0,,,179.39,812,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,436,货品全站推广,436,货品全站推广,74397949089,异能者U盘_苹果_0413小麦,765664669971,商品,联想投资品牌异能者u盘usb3.2高速金属双接口苹果ios手机电脑优盘,1146,72,27.09,0.06283,0.38,23.64,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,5,3,2,0.06944,0,1,27.09,6,4.52,5,5.42,1,,0,5.42,0,0.00,0,0,0,0,0.00,3,159,54,28,0.51852,0,0,0.13874,72,3,0,,0,0.00,0,0,,,0.40,128,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,436,货品全站推广,436,货品全站推广,74263394341,nb小新pro1416GT锐龙,887021705230,商品,【国补15%+教育优惠】联想小新Pro14/Pro16/Pro14GT/Pro16GT锐龙标压 大学生笔记本电脑游戏轻薄笔记本新品,0,0,0.00,,,,0.00,0,0.00,0,0.00,0,0.00,6499.00,6499.00,1,0,1,,,,0.00,0,0,0,,0,0,,0,,0,,0,,,,2,15498.00,0,0,0,0,0.00,2,11,3,0,0,,0,,7,4,1,1,0,0.00,0,1,1,6499.00,271.47,1358,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,74258845894,异能者散热器01,714883714970,商品,联想投资品牌异能者笔记本散热器电脑支架降温底座风扇风冷拯救者游戏本散热托架可多角度调节,1493,111,163.11,0.07435,1.47,109.25,0.00,0,0.00,0,0.00,0,421.50,115.44,536.94,8,7,1,0.07207,3.29,3.29,20.39,15,12,3,0.13514,3,0,,18,9.06,18,9.06,3,54.37,0.02703,10.87,8,1142.00,3,0,2,0,0.00,2,278,99,54,0.54545,0,0,0.1862,160,3,7,0.875,1,115.44,1,8,1,67.12,164.09,3026,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,74258845894,异能者散热器01,706125509007,商品,联想投资品牌异能者笔记本散热器电脑支架降温底座拯救者小新游戏本散热托架悬空托架,645,28,26.75,0.04341,0.96,41.47,0.00,0,0.00,0,0.00,0,250.90,0.00,250.90,2,2,0,0.07143,9.38,9.38,13.38,1,1,0,0.03571,0,0,,1,26.75,1,26.75,0,,0,26.75,2,598.00,0,0,0,0,0.00,0,86,37,13,0.35135,0,0,0.13333,44,2,2,1,1,197.00,1,2,1,125.45,59.94,962,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73957627476,IP关键词电源C170,990572203647,商品,【3C认证】联想原装轻薄笔记本电源适配器Type-C 口100W电源线适用于联想笔记本电脑充电器通用原装一体机,168,15,11.50,0.08929,0.77,68.45,0.00,0,0.00,0,0.00,0,328.00,0.00,328.00,2,2,0,0.13333,28.52,28.52,5.75,2,2,0,0.13333,1,0,,3,3.83,3,3.83,1,11.50,0.06667,5.75,3,597.00,0,1,0,0,0.00,0,41,10,2,0.2,0,0,0.24405,25,4,1,0.5,1,328.00,2,2,1,164.00,32.47,246,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73957627476,IP关键词电源C170,708166587964,商品,联想拯救者C140W/C170W氮化镓适配器 笔记本电源适配器 170W/140W电脑充电器 便携适配器 联想笔记本充电器,247,20,35.74,0.08097,1.79,144.70,0.00,0,0.00,0,0.00,0,246.01,704.41,950.42,3,1,2,0.15,26.59,26.59,11.91,4,1,3,0.2,1,0,,5,7.15,5,7.15,1,35.74,0.05,8.94,3,1357.00,1,0,0,0,0.00,0,63,14,7,0.5,0,0,0.25506,42,5,3,1,1,245.41,1,3,1,316.81,55.90,522,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73516942644,异能者耳机009,856692675694,商品,联想投资品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1509,157,120.83,0.10404,0.77,80.07,0.00,0,0.00,0,0.00,0,714.44,91.80,806.24,18,16,2,0.11465,6.67,6.67,6.71,22,20,2,0.14013,4,0,,26,4.65,26,4.65,4,30.21,0.02548,5.49,18,5142.00,4,0,0,0,0.00,3,399,137,102,0.74453,0,0,0.26441,234,3,12,0.8,1,39.90,1,15,1,53.75,108.28,2704,0.00,0.00,0,0.00,0.00,0.00,0,6.00,132.74,1,3
2026-07-01,371,关键词推广,371,关键词推广,73480407887,异能者耳机08,856692675694,商品,联想投资品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,998,91,94.32,0.09118,1.04,94.51,0.00,0,0.00,0,0.00,0,594.70,0.00,594.70,13,13,0,0.14286,6.31,6.31,7.26,10,6,4,0.10989,2,0,,12,7.86,12,7.86,2,47.16,0.02198,9.43,13,3627.90,2,0,0,0,0.00,4,329,74,51,0.68919,0,0,0.32966,233,4,10,0.76923,1,104.80,2,13,1,45.75,82.81,2398,0.00,0.00,0,0.00,0.00,0.00,0,2.00,39.90,1,1
2026-07-01,371,关键词推广,371,关键词推广,73247682441,异能者耳机4款,862136460564,商品,联想投资品牌异能者蓝牙耳机入耳式高清音质低延迟适用苹果小米,458,17,15.82,0.03712,0.93,34.54,0.00,0,0.00,0,0.00,0,89.90,0.00,89.90,1,1,0,0.05882,5.68,5.68,15.82,1,1,0,0.05882,0,0,,1,15.82,1,15.82,0,,0,15.82,1,199.00,0,0,3,0,0.00,1,69,17,9,0.52941,0.05882,1,0.15066,52,4,1,1,0,89.90,1,1,1,89.90,9.11,229,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73247682441,异能者耳机4款,861536526652,商品,联想投资品牌异能者无线蓝牙耳机超长续航双麦通话降噪运动听音乐,294,8,6.90,0.02721,0.86,23.47,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,1,1,0,0.125,0,0,,1,6.90,1,6.90,0,,0,6.90,0,0.00,0,0,0,0,0.00,0,16,5,2,0.4,0,0,0.05442,8,3,0,,0,0.00,0,0,,,0.44,6,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73247682441,异能者耳机4款,856692675694,商品,联想投资品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,3860,193,199.12,0.05,1.03,51.59,0.00,0,0.00,0,0.00,0,466.40,0.00,466.40,11,11,0,0.05699,2.34,2.34,18.10,11,10,1,0.05699,3,0,,14,14.22,14,14.22,3,66.37,0.01554,18.10,15,4485.00,3,0,0,0,0.00,5,438,168,128,0.7619,0,0,0.11347,230,3,10,0.90909,0,0.00,0,11,1,42.40,86.45,2075,0.00,0.00,0,0.00,0.00,0.00,0,2.00,79.80,1,2
2026-07-01,371,关键词推广,371,关键词推广,73247682441,异能者耳机4款,828845229745,商品,联想投资品牌异能者蓝牙耳机佩戴舒适半入耳式高清音质适苹果小米,283,12,4.51,0.0424,0.38,15.94,0.00,0,0.00,0,0.00,0,39.90,0.00,39.90,1,1,0,0.08333,8.85,8.85,4.51,0,0,0,0,0,0,,0,,0,,0,,0,,1,159.00,0,0,0,0,0.00,2,24,11,2,0.18182,0,0,0.08481,12,2,0,0,0,0.00,0,1,1,39.90,4.31,234,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73214825464,异能者2耳机1216,856692675694,商品,联想投资品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1510,192,153.40,0.12715,0.80,101.59,0.00,0,0.00,0,0.00,0,580.60,171.60,752.20,17,13,4,0.08854,4.90,4.90,9.02,18,13,5,0.09375,1,1,153.40,20,7.67,19,8.07,2,153.40,0.00521,8.52,18,5161.00,1,0,5,0,0.00,8,596,162,117,0.72222,0.01042,2,0.3947,391,4,13,0.76471,1,39.90,1,17,1,44.25,114.62,3200,0.00,0.00,0,0.00,0.00,0.00,0,4.00,125.70,1,3
2026-07-01,371,关键词推广,371,关键词推广,73197249641,异能者耳机1216,856692675694,商品,联想投资品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,996,87,100.00,0.08735,1.15,100.40,0.00,0,0.00,0,0.00,0,322.34,0.00,322.34,7,7,0,0.08046,3.22,3.22,14.29,11,11,0,0.12644,5,1,100.00,17,5.88,16,6.25,6,20.00,0.05747,9.09,7,2093.00,5,0,2,0,0.00,2,392,81,59,0.7284,0.01149,1,0.39357,302,5,5,0.71429,0,0.00,0,7,1,46.05,80.88,1325,0.00,0.00,0,0.00,0.00,0.00,0,2.00,45.90,1,1
2026-07-01,371,关键词推广,371,关键词推广,73174574244,IP_XS510固态U盘智能最大化,843912713918,商品,联想小新XS510固态U盘大容量双接口固态高速手机电脑两用U盘正品,2535,143,441.14,0.05641,3.08,174.02,0.00,0,0.00,0,0.00,0,2727.00,0.00,2727.00,3,3,0,0.02098,6.18,6.18,147.05,13,11,2,0.09091,3,1,441.14,17,25.95,16,27.57,4,147.05,0.02098,33.93,3,3627.00,2,1,1,0,0.00,5,338,134,77,0.57463,0,0,0.13333,174,3,3,1,1,899.00,1,3,1,909.00,27.97,16977,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73117795854,异能者显示器1211,803550443253,商品,联想投资品牌异能者24英寸显示器家用办公高清防蓝光台式电竞新款,1013,57,34.84,0.05627,0.61,34.39,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,8,2,6,0.14035,1,0,,9,3.87,9,3.87,1,34.84,0.01754,4.36,0,0.00,0,1,2,0,0.00,4,190,59,27,0.45763,0,0,0.18756,126,3,0,,0,0.00,0,0,,,11.99,89,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73101490411,异能者w12,816328597052,商品,联想生态品牌异能者电脑音箱家用大音量音响多媒体桌面低音炮新款,2249,124,200.00,0.05514,1.61,88.93,0.00,0,0.00,0,0.00,0,311.40,43.90,355.30,8,7,1,0.06452,1.78,1.78,25.00,10,10,0,0.08065,1,0,,11,18.18,11,18.18,1,200.00,0.00806,20.00,8,1242.00,1,0,3,0,0.00,4,266,107,72,0.6729,0,0,0.11827,138,2,7,0.875,1,41.26,1,8,1,44.41,120.80,1800,0.00,0.00,0,0.00,0.00,0.00,0,3.00,43.90,1,1
2026-07-01,372,人群推广,372,精准人群推广,73091097760,选件_移动硬盘F508,831168562328,商品,【爆款】联想F508移动硬盘2t大容量高速1t USB3.2 外置电脑手机,5172,174,70.00,0.03364,0.40,13.53,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,5,5,0,0.02874,0,0,,5,14.00,5,14.00,0,,0,14.00,0,0.00,0,0,0,0,0.00,3,222,119,43,0.36134,0,0,0.04292,34,2,0,,0,0.00,0,0,,,6.61,492,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73058099576,异能者鼠标N306彩色_趋势鼠标_0409小麦,826766626180,商品,联想投资品牌异能者无线鼠标蓝牙无线充电笔记本电脑办公家用多彩,680,44,100.00,0.06471,2.27,147.06,0.00,0,0.00,0,0.00,0,71.80,35.90,107.70,3,2,1,0.06818,1.08,1.08,33.33,8,6,2,0.18182,1,0,,9,11.11,9,11.11,1,100.00,0.02273,12.50,3,254.80,0,1,1,0,0.00,2,153,43,28,0.65116,0,0,0.225,108,4,3,1,0,0.00,0,3,1,35.90,7.06,397,0.00,0.00,0,0.00,0.00,0.00,0,4.00,71.80,2,2
2026-07-01,371,关键词推广,371,关键词推广,73044920382,平板_padpro卡位前三关键词计划,814178698074,商品,【李佳琦超级618】联想平板小新Pad Pro 12.7英寸平板 大屏学习娱乐平板电脑二代小新平板 国家补贴15%,1001,283,295.36,0.28272,1.04,295.06,0.00,0,0.00,0,0.00,0,5337.95,0.00,5337.95,3,3,0,0.0106,18.07,18.07,98.45,39,31,8,0.13781,6,0,,45,6.56,45,6.56,6,49.23,0.0212,7.57,6,10294.00,6,0,11,0,0.00,14,831,238,152,0.63866,0.00707,2,0.83017,537,3,3,1,1,1845.40,1,3,1,1779.32,520.20,5450,0.00,0.00,0,0.00,0.00,0.00,0,45.00,1796.07,1,1
2026-07-01,371,关键词推广,371,关键词推广,73002295257,IP_拯救者冰刃支架相似品跟投,984209855861,商品,联想小新5ZXE散热支架 笔记本电脑支架无级悬停增高联想小新铝合金办公折叠可升降支架360度可旋转电脑支架,87,5,3.97,0.05747,0.79,45.63,0.00,0,0.00,0,0.00,0,0.00,102.81,102.81,1,0,1,0.2,25.90,25.90,3.97,1,0,1,0.2,1,0,,2,1.99,2,1.99,1,3.97,0.2,3.97,1,119.00,1,0,4,0,0.00,1,21,4,2,0.5,0.2,1,0.24138,15,5,1,1,0,102.81,1,1,1,102.81,60.10,365,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-01,371,关键词推广,371,关键词推广,73002295257,IP_拯救者冰刃支架相似品跟投,858334352705,商品,【360°旋转】联想拯救者雪刃旋转支架Z7斗战士笔记本电脑游戏办公升降调节可旋转站桌面铝合金悬空散热底座,474,59,27.38,0.12447,0.46,57.76,0.00,0,0.00,0,0.00,0,498.00,0.00,498.00,2,2,0,0.0339,18.19,18.19,13.69,7,5,2,0.11864,0,0,,7,3.91,7,3.91,0,,0,3.91,2,578.00,0,0,0,0,0.00,1,122,55,28,0.50909,0,0,0.25738,60,2,1,0.5,0,0.00,0,2,1,249.00,156.87,290,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
